1;47.5
2;54.1
3;42.6
4;48
5;47.8
6;76.2
7;71.4
8;41.7
9;47
10;53.7
11;42.4
12;47.5
13;47.7
14;75.3
15;71.1
16;41
17;47.2
18;53.6
19;42.3
20;47.5
21;47.9
22;75.8
23;71.2
24;41.2
25;47.2
26;53.6
27;42.3
28;47.7
29;48
30;75.9
31;71.5
32;41.4
33;47.2
34;54
35;42.5
36;47.7
37;48
38;76.1
39;71.1
40;41.8
41;47
42;53.7
43;42.4
44;47.7
45;47.9
46;76.3
47;71
48;42
49;47.2
50;53.9
51;42.3
52;47.5
53;47.7
54;76.2
55;71.3
56;41.6
57;47.2
58;53.7
59;42.4
60;47.7
61;47.9
62;76.4
63;70.9
64;41.5
65;47.8
66;88.4
67;36.5
68;47.5
69;68.7
70;80.7
71;46.2
72;47.5
73;88.2
74;36.3
75;47.4
76;68.1
77;80.7
78;45.7
79;47.5
80;88
81;36.1
82;47
83;67.7
84;80.9
85;45.9
86;47.5
87;59.7
88;64.4
89;47.6
90;68.2
91;80.9
92;45.9
93;47.6
94;59.8
95;64.6
96;47.6
97;68.7
98;81
99;45.8
100;47.7
101;59.8
102;64.2
103;47.9
104;68.4
105;81.1
106;46.1
107;47.7
108;60
109;64.6
110;47.2
111;68.2
112;80.6
113;45.8
114;47.5
115;59.8
116;64.7
117;47.4
118;68.2
119;80.6
120;46
121;47.4
122;60
123;64.5
124;47.6
125;67.5
126;85
127;92
128;46.1
